,booktitle,id,page,page.location,type,book.id,book.page,book.type,anchor.text,interventions,Key,Item.Type,PublicationYear,Author,Publication.Title,Url,Abstract.Note,Date,Date.Added,Date.Modified,Short.Title,Publisher,Place,Language,Archive,Archive.Location,Manual.Tags
1072,Prononciation,https://derridas-margins.princeton.edu/references/de-la-grammatologie/408a/,408,a,Quotation,https://derridas-margins.princeton.edu/titles/157/,1249-1250,Book,"ÎâÎ¾... la langue en se perfectionnant dans les livres s'alt’åre dans le discours. Elle est plus claire quand on ’©crit, plus sourde quand on parle, la syntaxe s'’©pure et l'harmonie se perd, la langue fran’_aise devient de jour en jour plus philosophique et moins ’©loquente, bient’‚t elle ne sera plus bonne qu'’¾ lire et tout son prix sera dans les biblioth’åques. La raison de cet abus est comme je l'ai dit ailleurs [dans le dernier chapitre de *l'Essai*], dans la forme qu'ont prise les gouvernements et qui fait qu'on n'a plus rien ’¾ dire au peuple que les choses du monde qui le touchent le moins et qu'il se soucie le moins d'entendre, des sermons, des discours acad’©miquesÎ¾Î (Fragment sur la *Prononciation*, pp. 1249-1250).",,FPAPDSBB,bookSection,1961,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. II",https://derridas-margins.princeton.edu/titles/157/,10 references,1961,8/10/18 19:17,8/10/18 19:17,Prononciation,,,,,,
1073,Prononciation,https://derridas-margins.princeton.edu/references/de-la-grammatologie/232d/,232,d,Footnote,https://derridas-margins.princeton.edu/titles/157/,1248,Book,"L'’©cho le plus pr’©cis de ce texte se trouve, en dehors de *l'Essai*, dans les notes group’©es dans l'’©dition de la Pl’©iade sous
le titre *Prononciation* (T. II, p. 1248) et, dans l'’©dition Streickeisen-Moultou, sous le titre *Fragment d'un Essai sur les langues*.",,FPAPDSBB,bookSection,1961,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. II",https://derridas-margins.princeton.edu/titles/157/,10 references,1961,8/10/18 19:17,8/10/18 19:17,Prononciation,,,,,,
1074,Prononciation,https://derridas-margins.princeton.edu/references/de-la-grammatologie/201a/,201,a,Quotation,https://derridas-margins.princeton.edu/titles/157/,,Book,"ÎâÎ¾Les langues sont faites pour ’étre parl’©es, l'’©criture ne sert que de suppl’©ment ’¾ la parole... La parole repr’©sente la
pens’©e par des signes conventionnels, et l'’©criture repr’©sente de m’éme la parole. Ainsi l'art d'’©crire n'est qu'une repr’©sentation m’©diate de la pens’©e.Î¾Î",,FPAPDSBB,bookSection,1961,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. II",https://derridas-margins.princeton.edu/titles/157/,10 references,1961,8/10/18 19:17,8/10/18 19:17,Prononciation,,,,,,
1075,Prononciation,https://derridas-margins.princeton.edu/references/de-la-grammatologie/56b/,56,b,Footnote,https://derridas-margins.princeton.edu/titles/157/,1249,Book,"En apparence, Rousseau est plus prudent dans le fragment sur la *Prononciation*Î¾: ÎâÎ¾L'analyse de la pens’©e se fait par la parole, et l'analyse de la parole par l'’©critureÎ¾; la parole repr’©sente la pens’©e par des signes conventionnels, et l'’©criture repr’©sente de m’éme la paroleÎ¾; ainsi l'art d'’©crire n'est qu'une repr’©sentation m’©diate de la pens’©e, *au moins quant aux langues vocales, les seules qui soient en usage parmi nousÎ¾Î (p. 1 249). (Nous soulignons)",,FPAPDSBB,bookSection,1961,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. II",https://derridas-margins.princeton.edu/titles/157/,10 references,1961,8/10/18 19:17,8/10/18 19:17,Prononciation,,,,,,
1076,Prononciation,https://derridas-margins.princeton.edu/references/de-la-grammatologie/310c/,310,c,Footnote,https://derridas-margins.princeton.edu/titles/157/,1249,Book,Le mot ÎâÎ¾suppl’©erÎ¾Î appara’Ât aussi dans le texte sur la *Prononciation* ’¾ propos de l'accent (p. 1249).,,FPAPDSBB,bookSection,1961,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. II",https://derridas-margins.princeton.edu/titles/157/,10 references,1961,8/10/18 19:17,8/10/18 19:17,Prononciation,,,,,,
1077,Prononciation,https://derridas-margins.princeton.edu/references/de-la-grammatologie/399a/,399,a,Quotation,https://derridas-margins.princeton.edu/titles/157/,,Book,"ÎâÎ¾Les langues sont faites pour ’étre parl’©es, l'’©criture ne sert que de *suppl’©ment* ’¾ la parole... L'analyse de la pens’©e se fait par la parole, et l'analyse de la parole par l'’©critureÎ¾; la parole *repr’©sente* la pens’©e par des signes conventionnels, et l'’©criture *repr’©sente* de m’éme la paroleÎ¾; ainsi l'art d'’©crire n'est qu'une *repr’©sentation* m’©diate de la pens’©e, au moins
quant aux langues vocales, les seules qui soient en usage parmi nous.Î¾Î",,FPAPDSBB,bookSection,1961,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. II",https://derridas-margins.princeton.edu/titles/157/,10 references,1961,8/10/18 19:17,8/10/18 19:17,Prononciation,,,,,,
1078,Prononciation,https://derridas-margins.princeton.edu/references/de-la-grammatologie/410c/,410,c,Quotation,https://derridas-margins.princeton.edu/titles/157/,1249,Book,"ÎâÎ¾Les langues sont faites pour ’étre parl’©es, l'’©criture ne sert que de suppl’©ment ’¾ la paroleÎ¾; s'il y a quelques langues qui ne soient qu'’©crites et qu'on ne puisse parler, propres seulement aux sciences, elle ne sont d'aucun usage dans la vie civile. Telle est l'alg’åbre, telle e’t ’©t’© sans doute la langue universelle que cherchait Leibnitz. Elle e’t probablement ’©t’© plus commode ’¾ un M’©taphysicien qu'’¾ un ArtisanÎ¾Î (p. 1249).",,FPAPDSBB,bookSection,1961,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. II",https://derridas-margins.princeton.edu/titles/157/,10 references,1961,8/10/18 19:17,8/10/18 19:17,Prononciation,,,,,,
1079,Psychopathologie de l'’©chec,https://derridas-margins.princeton.edu/references/de-la-grammatologie/211d/,211,d,Footnote,https://derridas-margins.princeton.edu/titles/48/,114,Book,"Mais cette suspicion n'est l’©gitime, nous semble-t-il, que dans la mesure o’_ elle concerne l'abusÎ¾Š—”Î¾qui s'est sans doute jusqu'ici confondu avec l'usageÎ¾Š—”Î¾de la lecture psychanalytique, et o’_ elle ne prescrit pas le redoublement du commentaire
habituel qui a rendu ce type de texte le plus souvent illisible. Il faut distinguer ici entre les analyses souvent sommaires et imprudentes, mais parfois aussi ’©clairantes, du Dr Ren’© Laforgue (*Etude sur J.-J. Rousseau*, in *Revue fran’_aise de psychanalyse*, T. I. 1927, p. 370 sq. et *Psychopathologie de l'’©chec*, p. 114 sq., 1944) qui d'ailleurs ne fait aucune place aux textes que nous venons de citer, et une interpr’©tation qui tiendrait un compte plus rigoureux, au moins au principe, de l'enseignement de la psychanalyse.",,MBGR2ZA2,book,1944,"Laforgue, Ren’©",,https://derridas-margins.princeton.edu/titles/48/,1 reference,1944,8/10/18 19:17,8/10/18 19:17,Psychopathologie de l'’©chec,,,fr,,,
1080,Questions de chronologie rousseauiste,https://derridas-margins.princeton.edu/references/de-la-grammatologie/266a/,266,a,Quotation,https://derridas-margins.princeton.edu/titles/163/,,Journal Article,"ÎâÎ¾Ces arguments sont tr’ås habiles et presque convaincantsÎ¾; mais peut-’étre ne se sont-ils pr’©sent’©s ’¾ M. Lanson que dans
son d’©sir de ne pas trouver Rousseau en ÎâÎ¾contradictionÎ¾Î avec lui-m’éme. Si *l'Essai* ne semblait pas ÎâÎ¾contredireÎ¾Î le
second *Discours*, qui sait si M. Lanson en reculerait aussi loin la r’©daction primitiveÎ¾? Je ne veux pas ici examiner les
rapports internes de *l'Essai* et de *l'In’©galit’©*Î¾; ’¾ mon avis, la ÎâÎ¾contradictionÎ¾Î n'est pas aussi ÎâÎ¾certaineÎ¾Î que le juge
M. Lanson entre les deux autres ouvrages. Je me bornerai ’¾ deux remarques ext’©rieures, mais qui me paraissent d’©cisives.
1.) Le manuscrit de *l'Essai sur l'origine des langues* se trouve aujourd'hui encore ’¾ la Biblioth’åque de Neuch’¢tel, sous le
nÎç 7835 (cinq cahiers broch’©s, de 150 X 230 mm, reli’©s avec faveur bleue). D'une tr’ås belle ’©criture, visiblement destin’© ’¾ l'impression, il porte ’¾ sa premi’åre pageÎ¾: Par J.-J. Rousseau, Citoyen de Gen’åve. C'est sans doute, la copie que transcrivit
Jean-Jacques en 1761, quand il songea un instant ’¾ utiliser cet ouvrage pour r’©pondre ’¾ ÎâÎ¾ce Rameau qui continuait ’¾ le tarabuster vilainementÎ¾Î (Lettre ’¾ Malesherbes, du 25.9.61). Plus tard, tr’ås vraisemblablement ’¾ Motiers, comme nous
verrons, il reprit cette copie, pour la r’©viser et y faire quelques additions ou corrections, facilement reconnaissables, car l'encre et l'’©criture sont toutes diff’©rentes. Ces variantes m’©riteraient d'’étre relev’©es, si j'’©tudiais *l'Essai* en lui-m’émeÎ¾; mais je retiens seulement les corrections qui nous apportent des renseignements chronologiques. Dans la copie de 1761, le texte forme un toutÎ¾: ce n'est qu'une seule dissertationÎ¾; la division en chapitres a ’©t’© introduite dans la r’©vision de Motiers. Par cons’©quent, ce n'est pas seulement au chapitre XX, mais ’¾ tout *l'Essai* que s'appliquent ces derni’åres lignes de l'ouvrageÎ¾:Î¾ÎâÎ¾Je finirai ces r’©flexions superficielles, mais qui peuvent en faire na’Âtre de plus profondes, par le passage qui me les a sugg’©r’©esÎ¾: *Ce serait la mati’åre d'un examen assez philosophique que d'observer dans le fait, de montrer par des exemples, combien le caract’åre, les m–urs et les int’©r’éts d'un peuple influent sur sa langue*...Î¾Î. Ce ÎâÎ¾passageÎ¾Î est extrait du livre de Duclos, *Remarques sur la grammaire g’©n’©rale et raisonn’©e*, p. 11, qui parut dans la premi’åre moiti’© de 1754. 2) Nous avons encore un t’©moignage plus formel de Rousseau lui-m’éme. Aux environs de 1763, il songea ’¾ r’©unir dans un petit volume trois opuscules qu'il avait en portefeuille, savoirÎ¾: *L'imitation th’©’¢trale*, *l'Essai sur l'origine des langues*, *Le L’©vite d'Ephra’Àm*. Ce recueil n'a pas vu le jour, mais il nous reste un projet de pr’©face dans un de ses cahiers de brouillons (Mss de Neuch’¢tel, nÎç 7887 Fos 104-105). De cette pr’©face, je n’©glige ce qui concerne l'*Imitation th’©’¢trale* et le *L’©vite*, et je publie le paragraphe concernant *l'Essai*Î¾:Î¾ÎâÎ¾Le second morceau ne fut aussi d'abord qu'un fragment du *Discours sur l'in’©galit’©*, que j'en retranchai comme trop long et hors de place. Je le repris [Rousseau avait d'abord ’©critÎ¾: je l'achevai] ’¾ l'occasion des *Erreurs de M. Rameau sur la musique* Š—” ce titre qui est parfaitement rempli par l'ouvrage qui le porte, aux deux mots pr’ås que j'ai retranch’©s [dans *l'Encyclop’©die*]. Cependant, retenu par le ridicule de disserter sur les langues quand on en sait ’¾ peine une, et d'ailleurs, peu content de ce morceau, j'avais r’©solu de le supprimer comme indigne de l'attention du public. Mais un magistrat illustre, qui cultive et prot’åge les lettres [Malesherbes] en a pens’© plus favorablement que moiÎ¾; je soumets avec plaisir, comme on peut bien croire, mon jugement au sien, et j'essaie ’¾ la faveur des autres ’©crits de faire passer celui que je n'eusse peut-’étre os’© risquer seul.Î¾Î Il ne semble pas qu'aucune preuve de critique interne puisse tenir contre ce t’©moignage de Rousseau. *L'Essai* sur les langues a donc ’©t’© primitivement en 1754, une longue note du second *Discours*Î¾; en 1761, il est devenu une dissertation ind’©pendante, augment’©e et corrig’©e pour en faire une riposte ’¾ Rameau. Enfin, en 1763, cette dissertation, revue une derni’åre fois, a ’©t’© divis’©e en chapitres.Î¾Î",,K8PVZWKN,journalArticle,1913,"Masson, Pierre-Maurice",Annales de la soci’©t’© Jean-Jacques Rousseau,https://derridas-margins.princeton.edu/titles/163/,2 references,1913,8/10/18 19:17,8/10/18 19:17,Questions de chronologie rousseauiste,,,fr,,,
1081,Questions de chronologie rousseauiste,https://derridas-margins.princeton.edu/references/de-la-grammatologie/263c/,263,c,Citation,https://derridas-margins.princeton.edu/titles/163/,37,Journal Article,"Du point de vue externe, le probl’åme para’Ât donc simple et nous pouvons le consid’©rer comme clos depuis pr’ås d'un demi-si’åcle, par Masson, dans un article de 1913.",,K8PVZWKN,journalArticle,1913,"Masson, Pierre-Maurice",Annales de la soci’©t’© Jean-Jacques Rousseau,https://derridas-margins.princeton.edu/titles/163/,2 references,1913,8/10/18 19:17,8/10/18 19:17,Questions de chronologie rousseauiste,,,fr,,,
1082,Race et histoire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/181a/,181,a,Citation,https://derridas-margins.princeton.edu/titles/44/,,Book,"Cette neutralisation est tr’ås pr’©cieuseÎ¾: elle autorise les th’åmes a) de la relativit’© essentielle et irr’©ductible dans la perception du mouvement historique (cf. *Race et histoire*), b) des diff’©rences entre le ÎâÎ¾chaudÎ¾Î et le ÎâÎ¾froidÎ¾Î dans la ÎâÎ¾temp’©rature historiqueÎ¾Î des soci’©t’©s (*Entretiens*, p. 43 et passim), c) des rapports entre ethnologie et histoire.",,BHSUZBKB,book,1952,"L’©vi-Strauss, Claude",,https://derridas-margins.princeton.edu/titles/44/,2 references,1952,8/10/18 19:17,8/10/18 19:17,Race et histoire,,,fr,,,
1083,Race et histoire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/171a/,171,a,Footnote,https://derridas-margins.princeton.edu/titles/44/,256-271,Book,"Sur ce th’åme du hasard, pr’©sent dans *Race et histoire* (pp. 256-271) et dans *La pens’©e sauvage*, cf. surtout les *Entretiens* (pp. 28-29)Î¾: en d’©veloppant longuement l'image du joueur ’¾ la roulette, L’©vi-Strauss explique que la combinaison complexe qui constitue la civilisation occidentale, avec son type d'historicit’© d’©termin’©e par l'usage de l'’©criture, aurait tr’ås bien pu se faire d’ås les d’©buts de l'humanit’©, elle aurait pu se faire beaucoup plus tard, elle s'est faite ’¾ ce moment, ÎâÎ¾il n'y a pas de raison, c'est ainsi. Mais vous me direzÎ¾: ""Ce n'est pas satisfaisant.""Î¾Î Ce hasard est d’©termin’© aussit’‚t apr’ås comme ÎâÎ¾acquisition de l'’©critureÎ¾Î. C'est l’¾ une hypoth’åse ’¾ laquelle L’©vi-Strauss reconna’Ât ne pas tenir mais dont il dit qu'il ÎâÎ¾faut d'abord l'avoir pr’©sent ’¾ l'espritÎ¾Î. M’éme s'il n'implique pas la croyance au hasard (cf. *La pens’©e sauvage*, p. 22 et p. 291), un certain structuralisme doit l'invoquer pour rapporter entre elles les sp’©cificit’©s absolues des totalit’©s structurelles. Nous verrons comment cette n’©cessit’© s'est aussi impos’©e ’¾ Rousseau.",,BHSUZBKB,book,1952,"L’©vi-Strauss, Claude",,https://derridas-margins.princeton.edu/titles/44/,2 references,1952,8/10/18 19:17,8/10/18 19:17,Race et histoire,,,fr,,,
1084,R’©flexions critiques sur la po’©sie et sur la peinture,https://derridas-margins.princeton.edu/references/de-la-grammatologie/232f/,232,f,Footnote,https://derridas-margins.princeton.edu/titles/49/,,Book,"Rousseau lie dans sa critique la d’©gradation des m–urs, la corruption de la prononciation et le progr’ås de l'’©criture. Il cite m’éme des exemples d'alt’©rations auxquels il a eu le triste privil’åge d'assister, et qui sont dus ’¾ un Îâ vice de prononciation dans l'organe, ou dans l'accent, ou dans l'habitudeÎ¾Î.Î¾ÎâÎ¾Mots dont j'ai vu changer la prononciationÎ¾:Î¾CharoloisÎ¾Š—”Î¾Charol’ås, secretÎ¾Š—”Î¾segret, pers’©cuterÎ¾Š—”Î¾perzecuter, etc.Î¾Î. Tous ces th’åmes renvoient aussi ’¾ l'abb’© Du Bos, *R’©flexions critiques sur la po’©sie et sur la peinture* (1719).",,UVQX6F7B,book,1719,"Dubos, Jean-Baptiste (Abb’©)",,https://derridas-margins.princeton.edu/titles/49/,1 reference,1719,8/10/18 19:17,8/10/18 19:17,R’©flexions critiques sur la po’©sie et sur la peinture,,,fr,,,
1085,"R’©flexions sur les principes g’©n’©raux de l'art d'’©crire, et en particulier sur les fondements de l'’©criture chinoise",https://derridas-margins.princeton.edu/references/de-la-grammatologie/116a/,116,a,Quotation,https://derridas-margins.princeton.edu/titles/33/,629,Book,ÎâÎ¾L'’©criture chinoise n'est donc pas une langue philosophique dans laquelle il n'y ait rien ’¾ d’©sirer... Les chinois n'ont jamais rien eu de pareilÎ¾Î.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,"R’ågles pour la direction de l'esprit, M’©ditations, Objections et r’©ponse",https://derridas-margins.princeton.edu/references/de-la-grammatologie/167b/,167,b,Quotation,https://derridas-margins.princeton.edu/titles/132/,54-55,Book,"Jamais dans les *Regulae*, on ne passe de la v’©rit’© ph’©nom’©nologiquement irr’©cusable du ÎâÎ¾je vois jauneÎ¾Î au jugement ÎâÎ¾le monde est jauneÎ¾Î.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,Remarques sur les principes de l'analyse phon’©mique,https://derridas-margins.princeton.edu/references/de-la-grammatologie/83e/,83,e,Footnote,https://derridas-margins.princeton.edu/titles/148/,231,Book,"Cf. aussi Eli Fischer-Jorgensen ÎâÎ¾Remarques sur les principes de l'analyse phon’©matiqueÎ¾Î, in *Recherches Structurales*, 1949 (*Travaux du Cercle linguistique de Prague*, vol. V, p. 231 sq.)Î¾; B. Siertsema, *A study of glossematics*, 1955 (et notamment le ch. VI), et Hennings Spang-Hanssen, *Glossematics*, in *Trends in European and American linguistics. 1930-1960*, 1963, p. 147 sq.",,HGUSCV85,bookSection,1949,"Fischer-J’Ùrgensen, Eli",Recherches Structurales,https://derridas-margins.princeton.edu/titles/148/,1 reference,1949,8/10/18 19:17,8/10/18 19:17,Remarques sur les principes de l'analyse phon’©mique,,,fr,,,
1088,R’©ponses ’¾ quelques questions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/194a/,194,a,Quotation,https://derridas-margins.princeton.edu/titles/152/,652,Journal Article,"Servant le m’éme d’©sir obstin’© dans lequel l'ethnologue ÎâÎ¾met toujours quelque chose de soiÎ¾Î, cet outil doit composer avec d'autres ÎâÎ¾moyens du bordÎ¾Î. Car l'ethnologue se veut aussi freudien, marxiste (d'un ÎâÎ¾marxismeÎ¾Î, on s'en souvient, dont le travail critique ne serait ni en ÎâÎ¾oppositionÎ¾Î ni en ÎâÎ¾contradictionÎ¾Î avec ÎâÎ¾la critique bouddhisteÎ¾Î) et il se dit m’éme tent’© par le ÎâÎ¾mat’©rialisme vulgaireÎ¾Î.",,CT2X2CJ3,journalArticle,1963,"L’©vi-Strauss, Claude",Esprit,https://derridas-margins.princeton.edu/titles/152/,1 reference,1963,8/10/18 19:17,8/10/18 19:17,R’©ponses ’¾ quelques questions,,,fr,,,
1089,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/340c/,340,c,Quotation,https://derridas-margins.princeton.edu/titles/219/,1047,Book,"ÎâÎ¾Si le mouvement est in’©gal ou trop fort, il r’©veilleÎ¾; en nous rappelant aux objets environnants, il d’©truit le charme de la r’éverie, et nous arrache d'au dedans de nous pour nous remettre ’¾ l'instant sous le joug de la fortune et des hommes et nous rendre au sentiment de nos malheurs. Un silence absolu porte ’¾ la tristesse. Il offre une image de la mort.Î¾Î",,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
1090,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/340d/,340,d,Quotation,https://derridas-margins.princeton.edu/titles/219/,1047,Book,"ÎâÎ¾Mais un infortun’© qu'on a retranch’© de la soci’©t’© humaine et qui ne peut plus rien faire ici bas d'utile et de bon pour
autrui ni pour soi, peut trouver dans cet ’©tat ’¾ toutes les f’©licit’©s humaines des d’©dommagements que la fortune et les hommes ne lui sauraient ’‚ter. Il est vrai que ces d’©dommagements ne peuvent ’étre sentis par toutes les ’¢mes ni dans
toutes les situations. Il faut que le c–ur soit en paix et qu'aucune passion n'en vienne troubler le calme.Î¾Î",,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
1091,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/97b/,97,b,Footnote,https://derridas-margins.princeton.edu/titles/219/,1066,Book,"On rapprochera ce mythe de suppl’©ance de l'histoire de l'–il chez Rousseau (cf. plus bas, p. 206).",,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
1092,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/339b/,339,b,Quotation,https://derridas-margins.princeton.edu/titles/219/,1046,Book,"C'est bien cet accord, cette ressemblance du divin et de l'humain qui l'inspire lorsqu'il r’éve, dans les *R’éveries*, de cette exp’©rience d'un temps r’©duit ’¾ la pr’©sence, ÎâÎ¾*o’_ le pr’©sent dure toujours sans n’©anmoins marquer sa dur’©e et sans aucune trace de succession*Î¾Î.",,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
1093,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/209d/,209,d,Quotation,https://derridas-margins.princeton.edu/titles/219/,1067,Book,"De la m’éme mani’åre, diront les *R’éveries*, l'homme qui ÎâÎ¾fouille les entrailles de la terre... va chercher dans son centre aux
risques de sa vie et aux d’©pends de sa sant’© des biens imaginaires ’¾ la place des biens r’©els qu'elle lui offrait d'elle-m’éme
quand il savait en jouirÎ¾Î.",,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
1094,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/339d/,339,d,Footnote,https://derridas-margins.princeton.edu/titles/219/,1045,Book,Nous nous contenterons de renvoyer aux notes et ’¾ la bibliographie donn’©es par les ’©diteurs des *R’éveries* dans la ÎâÎ¾Pl’©iadeÎ¾Î (p. 1045 sq).,,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
1095,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/322c/,322,c,Footnote,https://derridas-margins.princeton.edu/titles/219/,1047,Book,Rousseau dit aussi dans les *R’éveries* que le silence ÎâÎ¾offre une image de la mortÎ¾Î (p. 1047).,,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
1096,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/206f/,206,f,Footnote,https://derridas-margins.princeton.edu/titles/219/,,Book,"L'’©criture, auxiliaire et suppl’©tif qui tue d'un seul et m’éme geste le p’åre et la lumi’åre. (Cf., *supra*, p. 101)",,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
1097,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/340a/,340,a,Quotation,https://derridas-margins.princeton.edu/titles/219/,1047,Book,"ÎâÎ¾De quoi jouit-on dans une pareille situationÎ¾? De rien d'ext’©rieur ’¾ soi, de rien sinon de soi-m’éme et de sa propre
existence, tant que cet ’©tat dure on se suffit ’¾ soi-m’éme comme Dieu.Î¾Î",,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
1098,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/207a/,207,a,Quotation,https://derridas-margins.princeton.edu/titles/219/,1066,Book,"Le suppl’©ment est ce que ni la nature ni la raison ne peuvent tol’©rer. Ni la nature, notre ÎâÎ¾m’åre communeÎ¾Î (*R’éveries*, p. 1066), ni la raison raisonnable sinon raisonneuse (*De l'’©tat de nature*, p. 478).",,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
1099,R’éveries du promeneur solitaire,https://derridas-margins.princeton.edu/references/de-la-grammatologie/340b/,340,b,Quotation,https://derridas-margins.princeton.edu/titles/219/,1047,Book,"ÎâÎ¾Il n'y faut ni un repos absolu ni trop d'agitation, mais un mouvement uniforme et mod’©r’© qui n'ait ni secousses ni
intervalles. Sans mouvement la vie n'est qu'une l’©thargie. Si le mouvement est in’©gal ou trop fort il r’©veille... Le mouvement qui ne vient pas du dehors se fait alors au dedans de nous.Î¾Î",,VA8ZKWUG,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/219/,20 references,1959,8/10/18 19:17,8/10/18 19:17,R’éveries du promeneur solitaire,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10433,annotated; extant; has insertions
