book_title,page,page_location,ref_type,book_id,book_page,book_type,anchor_text,Item_Type,Publication_Year,Author,Language,avg_pos_EL
Lettre ’¾ M. D'Alembert,411,c,Quotation,https://derridas-margins.princeton.edu/titles/207/,168,Book,"ÎâÎ¾Outre ces effets du th’©’¢tre relatifs aux choses *repr’©sent’©es*, il y en a d'autres *non moins n’©cessaires*, qui se rapportent directement ’¾ la *sc’åne* et aux personnages *repr’©sentants*Î¾; et c'est ’¾ ceux-l’¾ que les Genevois d’©j’¾ cit’©s attribuent le go’t de luxe, de parure et de dissipation, dont ils craignent avec raison l'introduction parmi nousÎ¾Î.",NA,1758,"Rousseau, Jean-Jacques",NA,334.2941176
Lettre ’¾ M. D'Alembert,412,b,Quotation,https://derridas-margins.princeton.edu/titles/207/,187-188,Book,ÎâÎ¾Que dirai-je de ceux qui semblent avoir peur de valoir trop par eux-m’émes et se d’©gradent jusqu'’¾ repr’©senter des personnages auxquels ils seraient bien f’¢ch’©s de ressemblerÎ¾?Î¾Î,NA,1758,"Rousseau, Jean-Jacques",NA,334.2941176
Lettre ’¾ M. D'Alembert,413,b,Citation,https://derridas-margins.princeton.edu/titles/207/,225,Book,"ÎâÎ¾QuoiÎ¾! ne faut-il donc aucun spectacle dans une r’©publiqueÎ¾? Au contraire, il en faut beaucoup. C'est dans les r’©publiques qu'ils sont n’©s, c'est dans leur sein qu'on les voit briller avec un v’©ritable air de f’éte.Î¾Î",NA,1758,"Rousseau, Jean-Jacques",NA,334.2941176
Lettre ’¾ M. D'Alembert,243,b,Quotation,https://derridas-margins.princeton.edu/titles/207/,204-207,Book,"Car dans une soci’©t’© perverse, l'homme m’©prise la femme ’¾ laquelle il doit ob’©irÎ¾:Î¾ÎâÎ¾L’¢chement d’©vou’©s aux volont’©s du
sexe que nous devrions prot’©ger et non servir, nous avons appris ’¾ le m’©priser en lui ob’©issant, ’¾ l'outrager par nos soins railleursÎ¾Î.",NA,1758,"Rousseau, Jean-Jacques",NA,334.2941176
Lettre ’¾ M. D'Alembert,416,c,Quotation,https://derridas-margins.princeton.edu/titles/207/,232,Book,"D'autre part, la nudit’© qui pr’©sente le corps lui-m’éme est moins dangereuse que le recours au signifiant vestimentaire, au suppl’©ment nordique, ’¾ ÎâÎ¾l'adroite parureÎ¾Î :Î¾celle-ci n'a pas ÎâÎ¾moins son danger qu'une nudit’© absolue, dont l'habitude tournerait bient’‚t les premiers effets en indiff’©rence, et peut-’étre en d’©go’tÎ¾Î. ÎâÎ¾Ne sait-on pas que les statues et les tableaux n'offensent les yeux que quand un m’©lange de v’étements rend les nudit’©s obsc’ånesÎ¾? Le pouvoir
imm’©diat des sens est faible et born’©Î¾: c'est par l'entremise de l'imagination qu'ils font leurs plus grands ravagesÎ¾; c'est
elle qui prend soin d'irriter les d’©sirs.Î¾Î (P. 232.)",NA,1758,"Rousseau, Jean-Jacques",NA,334.2941176
Lettre ’¾ M. D'Alembert,243,c,Quotation,https://derridas-margins.princeton.edu/titles/207/,204,Book,"Et Paris, coupable des d’©gradations de la langue est encore incrimin’©Î¾:Î¾ÎâÎ¾Et chaque femme de Paris rassemble dans son appartement un s’©rail d'hommes plus femmes qu'elle, qui savent rendre ’¾ la beaut’© toutes sortes d'hommages, hors celui
du c–ur dont elle est digneÎ¾Î.",NA,1758,"Rousseau, Jean-Jacques",NA,334.2941176
Lettre ’¾ M. D'Alembert,416,b,Quotation,https://derridas-margins.princeton.edu/titles/207/,227,Book,"Il faut permettre les plaisirs ’¾ une ÎâÎ¾jeunesse enjou’©e et fol’¢treÎ¾Î pour ’©viter qu'Î¾ÎâÎ¾elle en substitue de plus dangereuxÎ¾Î et que ÎâÎ¾les t’éte-’¾-t’éte adroitement concert’©s prennent la place des assembl’©es publiquesÎ¾Î... ÎâÎ¾L'innocente joie aime ’¾ s'’©vaporer au grand jour, mais le vice est ami des t’©n’åbres.Î¾Î (*Lettre ’¾ M. d'Alembert*, p. 227.)",NA,1758,"Rousseau, Jean-Jacques",NA,334.2941176
Lettre ’¾ M. D'Alembert,248,b,Quotation,https://derridas-margins.princeton.edu/titles/207/,206-207,Book,"Mais l'amour moral d’©grade encore l'’©criture. Il l'’©nerve comme il ’©nerve l'homme. Il provoque ÎâÎ¾ces foules d'ouvrages ’©ph’©m’åres qui naissent journellement, n'’©tant faits que pour amuser des femmes, et n'ayant ni force ni profondeur, volent tous de la toilette au comptoir. C'est le moyen de r’©crire incessamment les m’émes et de les rendre toujours nouveaux. On m'en citera deux ou trois qui serviront d'exceptionÎ¾; mais moi j'en citerai cent mille qui confirmeront la r’ågle. C'est pour cela que la plupart des productions de notre ’¢ge passeront avec luiÎ¾; et la post’©rit’© croira qu'on fit bien peu de livres dans ce m’éme si’åcle o’_ l'on en fait tantÎ¾Î.",NA,1758,"Rousseau, Jean-Jacques",NA,334.2941176
Lettre ’¾ M. D'Alembert,243,e,Footnote,https://derridas-margins.princeton.edu/titles/207/,204,Book,"On lira aussi toute la note 1Î¾: l'auteur s'y ’©tonne que ÎâÎ¾telle plaisanterie, dont on voit assez l'application, ait ’©t’© prise en France au pied de la lettre par des gens d'espritÎ¾Î.",NA,1758,"Rousseau, Jean-Jacques",NA,334.2941176
Lettre ’¾ M. D'Alembert,248,c,Footnote,https://derridas-margins.princeton.edu/titles/207/,206,Book,Voir aussi la note de la p. 206.,NA,1758,"Rousseau, Jean-Jacques",NA,334.2941176
Lettre ’¾ M. de Saint-Germain du 26 f’©vrier 1770,217,b,Quotation,https://derridas-margins.princeton.edu/titles/155/,,Book,"ÎâÎ¾A cela pr’ås et des vices qui n'ont jamais fait de mal qu'’¾ moi, je puis exposer ’¾ tous les yeux une vie irr’©prochable dans tout le secret de mon c–urÎ¾Î (’¾ M. de Saint-Germain, 26-2-70).",NA,1770,"Rousseau, Jean-Jacques",NA,217
Lettre ’¾ M. Le Noir du 15 janvier 1772,217,c,Quotation,https://derridas-margins.princeton.edu/titles/159/,,Book,"ÎâÎ¾J'ai de grands vices, mais ils n'ont jamais fait de mal qu'’¾ moiÎ¾Î (’¾ M. Le Noir, 15-1-72).",NA,1772,"Rousseau, Jean-Jacques",NA,217
"Lettre ’¾ Mersenne, 20 novembre 1629",110,a,Quotation,https://derridas-margins.princeton.edu/titles/208/,230,Book,"ÎâÎ¾... la mauvaise rencontre des lettres, qui feraient souvent des sons d’©sagr’©ables et insupportables ’¾ l'ou’ÀeÎ¾: car toute la diff’©rence des inflexions des mots ne s'est faite par l'usage que pour ’©viter ce d’©faut, et il est impossible que votre auteur ait pu rem’©dier ’¾ cet inconv’©nient, faisant sa grammaire universelle pour toutes sortes de nationsÎ¾; car ce qui est facile et agr’©able ’¾ notre langue, est rude et insupportable aux Allemands, et ainsi des autres.Î¾Î",NA,1629,"Descartes, Ren_",NA,109.6
"Lettre ’¾ Mersenne, 20 novembre 1629",110,c,Quotation,https://derridas-margins.princeton.edu/titles/208/,230-232,Book,"ÎâÎ¾Car si pour les mots primitifs chacun se sert de ceux de sa langue, il est vrai qu'il n'aura pas tant de peine, mais il ne sera aussi entendu que par ceux de son pays, sinon par ’©crit, lorsque celui qui le voudra entendre prendra la peine de chercher tous les mots dans le dictionnaire, ce qui est trop ennuyeux pour esp’©rer qu'il passe en usage... Toute l'utilit’© donc que je vois qui peut r’©ussir de cette invention, c'est pour l'’©critureÎ¾: ’¾ savoir, qu'il f’Ât imprimer un gros dictionnaire en toutes les langues auxquelles il voudrait ’étre entendu, et m’Ât des caract’åres communs pour chaque mot primitif, qui r’©pondissent au sens, et non pas aux syllabes, comme un m’éme caract’åre pour *aimer*, *amare* et *ÒæÔ_ÔÔµÔÀÔ_*Î¾; et ceux qui auraient ce dictionnaire, et sauraient sa grammaire, pourraient en cherchant tous ces caract’åres l'un apr’ås l'autre interpr’©ter en leur langue ce qui serait ’©crit. Mais cela ne serait bon que pour lire des myst’åres et des r’©v’©lationsÎ¾; car pour d'autres choses, il faudrait n'avoir gu’åre ’¾ faire, pour prendre la peine de chercher tous les mots dans un dictionnaire, et ainsi je ne vois pas ceci de grand usage. Mais peut-’étre que je me trompeÎ¾Î.",NA,1629,"Descartes, Ren_",NA,109.6
"Lettre ’¾ Mersenne, 20 novembre 1629",110,b,Quotation,https://derridas-margins.princeton.edu/titles/208/,231-232,Book,"Cette langue exigerait de surcro’Ât que l'on apprenne les ÎâÎ¾mots primitifsÎ¾Î de toutes les langues, ÎâÎ¾ce qui est trop ennuyeuxÎ¾Î.",NA,1629,"Descartes, Ren_",NA,109.6
"Lettre ’¾ Mersenne, 20 novembre 1629",109,a,Citation,https://derridas-margins.princeton.edu/titles/208/,229,Book,"En r’©ponse ’¾ Mersenne qui lui avait communiqu’© un placard, d'origine pour nous inconnue, vantant un syst’åme de six propositions pour une langue universelle, Descartes commence par dire toute sa m’©fiance.",NA,1629,"Descartes, Ren_",NA,109.6
"Lettre ’¾ Mersenne, 20 novembre 1629",109,b,Quotation,https://derridas-margins.princeton.edu/titles/208/,229-230,Book,"Il consid’åre avec d’©dain certaines propositions qui ne seraient destin’©es selon lui qu'’¾ ÎâÎ¾faire valoir la drogueÎ¾Î et ÎâÎ¾louer la marchandiseÎ¾Î. Et il a ÎâÎ¾mauvaise opinion du mot ÎâÎ¾*arcanum*Î¾ÎÎ¾:Î¾ÎâÎ¾sit’‚t que je vois seulement le mot d'*arcanum* en quelque proposition, je commence ’¾ en avoir mauvaise opinionÎ¾Î.",NA,1629,"Descartes, Ren_",NA,109.6
Lettre ’¾ p’åre Bouvet,114,a,Quotation,https://derridas-margins.princeton.edu/titles/80/,,Book,"... les caract’åres chinois sont peut-estre plus philosophiques et paroissent bastis sur des consid’©rations plus intellectuelles, telles que donnant les nombres, l'ordre et les relationsÎ¾; ainsi il n'y a que des traits d’©tach’©s qui ne butent ’¾ aucune ressemblance avec quelque esp’åce de corps.Î¾Î",book,1703,"Leibniz, Gottfried Wilhelm",,114
Lettre ’¾ Vernes,28,e,Quotation,https://derridas-margins.princeton.edu/titles/169/,,Book,"ÎâÎ¾La Bible est le plus sublime de tous les livresŠ—_ mais enfin c'est un livreŠ—_ ce n'est point sur quelques feuilles ’©parses qu'il faut aller chercher la loi de Dieu, mais dans le c–ur de l'homme o’_ sa main daigna l'’©crireÎ¾Î",book,1765,"Rousseau, Jean-Jacques",,28
Lettre š Personne,92,a,Epigraph,https://derridas-margins.princeton.edu/titles/76/,,Book,"Vous avez, je suppose, r’év’© de trouver un seul mot pour d’©signer la diff’©rence et l'articulation. Au hasard du ÎâÎ¾*Robert*Î¾Î, je l'ai peut-’étre trouv’©, ’¾ condition de jouer sur le mot, ou plut’‚t d'en indiquer le double sens. Ce mot est *brisure*Î¾: ÎâÎ¾Š—–Î¾Partie bris’©e, cass’©e. Cf. br’åche, cassure, fracture, faille, fente, fragment. Š—–Î¾Articulation par charni’åre de deux parties d'un ouvrage de menuiserie, de serrurerie. La brisure d'un volet. Cf. joint.Î¾Î",book,1963,"Laporte, Roger",fr,92
Lettre au prince de W’_rtemberg du 10 novembre 1663,251,a,Quotation,https://derridas-margins.princeton.edu/titles/153/,(118?),Book,"ÎâÎ¾Comme la raison a peu de force, l'int’©r’ét seul n'en a pas tant qu'on croit. L'imagination seule est active et l'on n'excite les passions que par l'imaginationÎ¾Î.",NA,1663,"Rousseau, Jean-Jacques",NA,251
Logique formelle et logique transcendantale,393,a,Quotation,https://derridas-margins.princeton.edu/titles/123/,386-387,Book,"Le projet husserlien d'une esth’©tique transcendantale, d'une restauration du ÎâÎ¾logos du monde esth’©tiqueÎ¾Î (*Logique formelle et logique transcendantale*) reste soumis, comme ’¾ la forme universelle et absolue de l'exp’©rience, ’¾ l'instance du *pr’©sent vivant*.",book,1957,"Husserl, Edmund",fr,393
"Metaphysische Anfangsgr’_nde der Tugendlehre (in, Die Metaphysik der Sitten)",282,c,Footnote,https://derridas-margins.princeton.edu/titles/75/,,Book,"Est-il utile de signaler ici qu'on retrouve la m’éme probl’©matique de l'exemple et une formulation litt’©ralement identique dans la *Critique de la raison pratique*, certes, mais surtout dans les *El’©ments m’©taphysiques de la doctrine de la vertu* (1797) qui distinguent entre l'exemple comme cas d'une r’ågle pratique (*Exempel*) et l'exemple comme cas particulier dans l'Î¾ÎâÎ¾exhibition purement th’©orique d'un certain concept (*Beispiel*)Î¾Î, (Î_ 61) et dans les notes sur la *P’©dagogie*, publi’©es en 1803Î¾?",book,1797,"Kant, Immanuel",de,282
Mon portrait,420,c,Quotation,https://derridas-margins.princeton.edu/titles/211/,1127,Book,ÎâÎ¾Je jo’_is encore du plaisir qui n'est plusÎ¾Î,bookSection,1959,"Rousseau, Jean-Jacques",fr,420
Nature et histoire dans la pens’©e de Jean-Jacques Rousseau,384,a,Citation,https://derridas-margins.princeton.edu/titles/156/,30,Journal Article,"Il ne suffit pas, pour ’©chapper ’¾ la cl’‚ture de ce syst’åme, de se d’©barrasser de l'hypoth’åse ou de l'hypoth’åque ÎâÎ¾th’©ologiqueÎ¾Î. S'il se prive des facilit’©s th’©ologiques de Condillac en cherchant l'origine naturelle de la soci’©t’©, de la parole et de l'’©criture, Rousseau fait jouer aux concepts substitutifs de nature ou d'origine un r’‚le analogue. Et comment croire que le th’åme de la chute soit absent de ce discoursÎ¾? Comment le croire ’¾ voir appara’Âtre le doigt disparaissant de Dieu au moment de la catastrophe dite naturelleÎ¾? Les diff’©rences entre Rousseau et Condillac seront toujours contenues dans la m’éme cl’‚ture. On ne pourra poser le probl’åme du mod’åle de la chute (platonicien ou jud’©o-chr’©tien) qu'’¾ l'int’©rieur de cette cl’‚ture commune.",journalArticle,1953,"Gouhier, Henri",fr,384
Nouveaux essais sur l'entendement humain,113,d,Footnote,https://derridas-margins.princeton.edu/titles/91/,12,Book,"ÎâÎ¾Aussi ’©tait-ce la pens’©e de Golius, c’©l’åbre math’©maticien et grand connaisseur des langues, que leur langue est artificielle, c'est-’¾-dire qu'elle a ’©t’© invent’©e tout ’¾ la fois par quelque habile homme pour ’©tablir un commerce de paroles entre quantit’© de nations diff’©rentes qui habitaient ce grand pays que nous appelons la Chine, quoique cette langue pourrait se trouver alt’©r’©e maintenant par le long usageÎ¾Î.",book,1961,"Leibniz, Gottfried Wilhelm",fr,113
Nouveaux essais sur l'entendement humain,113,b,Quotation,https://derridas-margins.princeton.edu/titles/91/,14-15,Book,"ÎâÎ¾Il y a peut-’étre quelques langues artificielles qui sont toutes de choix et enti’årement arbitraires, comme l'on croit que l'a ’©t’© celle de la Chine, ou comme le sont celles de Georgius Dalgarnus et de feu M. Wilkins, ’©v’éque de ChesterÎ¾Î.",book,1961,"Leibniz, Gottfried Wilhelm",fr,113
Oeuvres choisies de Vico,367,g,Footnote,https://derridas-margins.princeton.edu/titles/195/,430,Book,"ÎâÎ¾Nous croyons avoir victorieusement r’©fut’© l'erreur commune des grammairiens qui pr’©tendent que *la prose pr’©c’©da les vers*, et apr’ås avoir montr’© dans *l'origine de la po’©sie*, telle que nous l'avons d’©couverte, *l'origine des langues* et celle *des lettres*.Î¾Î (Livre II, *De la sagesse po’©tique*, chap. V, Î_ 5, trad. Michelet, p. 430).",NA,1946,"Vico, Giambattista",NA,367
Oeuvres compl’åtes de Karl Abraham,206,d,Footnote,https://derridas-margins.princeton.edu/titles/124/,18s-26,Book,"Sans y chercher ici un principe de lecture, nous renvoyons, par curiosit’© et parmi tant d'autres exemples possibles, ’¾ ce que dit Karl Abraham du cyclope, de la peur d'’étre aveugle, de l'–il, du soleil, de la masturbation, etc., in *êuvres Compl’åtes*, trad. Ilse Barande. T. II, p. 18 sq.",NA,1966,"Abraham, Karl",NA,206
Omkring sprogteoriens grundl’_ggelse,85,a,Footnote,https://derridas-margins.princeton.edu/titles/77/,9,Book,"*Omkring*, p. 9, (tr. angl. *Prolegomena*, p. 8).",book,1943,"Hjelmslev, Louis Trolle",da,85
Omkring sprogteoriens grundl’_ggelse,85,d,Footnote,https://derridas-margins.princeton.edu/titles/77/,12,Book,"Ce qui n'emp’éche pas Hjelmslev de ÎâÎ¾s'aventurer ’¾ appelerÎ¾Î son principe directeur un ÎâÎ¾principe empiriqueÎ¾Î (p. 12, tr. angl. p. 11).",book,1943,"Hjelmslev, Louis Trolle",da,85
Omkring sprogteoriens grundl’_ggelse,85,b,Footnote,https://derridas-margins.princeton.edu/titles/77/,14,Book,p. 14,book,1943,"Hjelmslev, Louis Trolle",da,85
On the Principles of Phonematics,80,c,Quotation,https://derridas-margins.princeton.edu/titles/165/,51,Journal Article,Sa formalit’© suppose qu'ÎâÎ¾il n'y a aucune connexion n’©cessaire entre les sons et le langageÎ¾Î.,journalArticle,1935,"Hjelmslev, Louis Trolle",en,80
Opuscules et fragments in’©dits de Leibniz,113,a,Quotation,https://derridas-margins.princeton.edu/titles/94/,497,Book,"ÎâÎ¾*Loqui* est voce articulata signum dare cogitationis suae. *Scribere* est id facere permanentibus in charta ductibus. Quos ad vocem referri non est necesse, ut apparet ex Sinensium characteribusÎ¾Î (*Opuscules*, p. 497).",book,1903,"Leibniz, Gottfried Wilhelm",fr,186.5
Opuscules et fragments in’©dits de Leibniz,111,a,Quotation,https://derridas-margins.princeton.edu/titles/94/,27,Book,"ÎâÎ¾Cependant quoyque cette langue d’©pende de la vraye philosophie, elle ne d’©pend pas de sa perfection. C'est ’¾ dire
cette langue peut estre ’©tablie, quoyque la philosophie ne soit pas parfaiteÎ¾: et ’¾ mesure que la science des hommes croistra, cette langue croistra aussi. En attendant elle sera d'un secours merveilleux et pour se servir de ce que nous s’_avons, et pour voir ce qui nous manque, et pour inventer les moyens d'y arriver, mais sur tout pour exterminer les controverses dans les mati’åres qui d’©pendent du raisonnement. Car alors raisonner et calculer sera la m’éme choseÎ¾Î.",book,1903,"Leibniz, Gottfried Wilhelm",fr,186.5
Opuscules et fragments in’©dits de Leibniz,410,d,Quotation,https://derridas-margins.princeton.edu/titles/94/,,Book,"Comme disait Leibniz, ÎâÎ¾*ad vocem referri non est necesse*Î¾Î.",book,1903,"Leibniz, Gottfried Wilhelm",fr,186.5
Opuscules et fragments in’©dits de Leibniz,112,a,Quotation,https://derridas-margins.princeton.edu/titles/94/,98,Book,"La caract’©ristique ÎâÎ¾espargne l'esprit et l'imagination, dont il faut sur tout menager l'usage. C'est le but principal de
cette grande science que j'ay accoustum’© d'appeler Caract’©ristique, dont ce que nous appelons l'Alg’åbre, ou Analyse,
n'est qu'une branche fort petiteÎ¾: puisque c'est elle qui donne les paroles aux langues, les lettres aux paroles, les chiffres ’¾ l'Arithm’©tique, les notes ’¾ la MusiqueÎ¾; c'est elle qui nous apprend le secret de fixer le raisonnement, et de l'obliger ’¾ laisser comme des traces visibles sur le papier en petit volume, pour estre examin’© ’¾ loisirÎ¾: c'est enfin elle, qui nous fait raisonner ’¾ peu de frais, en mettant des caract’åres ’¾ la place des choses, pour desembarrasser l'imaginationÎ¾Î.",book,1903,"Leibniz, Gottfried Wilhelm",fr,186.5
"Organon: Cat’©gories, De L'interpr’©tation",21,b,Quotation,https://derridas-margins.princeton.edu/titles/125/,78,Book,"ÎâÎ¾De m’éme que l'’©criture n'est pas la m’éme pour tous les hommes, les mots parl’©s ne sont pas non plus les m’émes, alors que les ’©tats de l'’¢me dont ces expressions sont *imm’©diatement les signes* (*ÒÛÔàÔ_Ôµˆ__Ô± Ò—ÒÒ_ÒÜÒ_Òä*) sont identiques chez tous, comme sont identiques aussi les choses dont ces ’©tats sont les imagesÎ¾Î (16 a. Nous soulignons).",book,1959,Aristotle,fr,21
"Organon: Cat’©gories, De L'interpr’©tation",21,a,Quotation,https://derridas-margins.princeton.edu/titles/125/,77,Book,"Si, pour Aristote, par exemple, ÎâÎ¾les sons ’©mis par la voix (*ÒÜˆ_ç ˆ_Ô_ ÒÜˆèö ÒæÒ_Ô_ˆèö*) sont les symboles des ’©tats de l'’¢me (*Ò—Ô±ÔÙÔÂÔ_Ô±ÒÜÔ± ÒÜˆèæÒä Ò_ÒÄÒöˆèæÒä*) et les mots ’©crits les symboles des mots ’©mis par la voixÎ¾Î (*De l'interpr’©tation* 1, 16 a 3), c'est que la voix, productrice des *premiers symboles*, a un rapport de proximit’© essentielle et imm’©diate avec l'’¢me.",book,1959,Aristotle,fr,21
"Ousia et Gramm’å, note sur une note de Sein und Zeit",100,b,Footnote,https://derridas-margins.princeton.edu/titles/22/,,Book,"Nous nous permettons de renvoyer ici ’¾ un essai (’¾ para’Âtre), *Ousia et Gramm’å, note sur une note de* Sein und Zeit.",book,1968,"Derrida, Jacques",fr,100
Pens’©e formelle et sciences de l'homme,12,c,Citation,https://derridas-margins.princeton.edu/titles/126/,38,Book,"ÎâÎ¾Le symbolisme math’©matique est une convention d'’©criture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage math’©matique"". L'algorithme est en r’©alit’© une ""caract’©ristique"", il consiste en caract’åres ’©crits. Il ne parle pas, sinon par l'interm’©diaire d'une langue qui fournit non seulement l'expression phon’©tique des caract’åres, mais aussi la formulation des axiomes permettant de d’©terminer la valeur de ces caract’åres. Il est vrai qu'’¾ la rigueur on pourrait d’©chiffrer des caract’åres inconnus, mais cela suppose toujours un savoir acquis, une pens’©e d’©j’¾ form’©e par l'usage de la parole. Donc, en toutes hypoth’åses, le symbolisme math’©matique est le fruit d'une ’©laboration secondaire, supposant au pr’©alable l'usage d'un discours et la possibilit’© de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme math’©matique exprimera des lois formelles de symbolisation, des structures syntaxiques, ind’©pendantes de tel ou tel moyen d'expression particulier.Î¾Î Sur ces probl’åmes, cf. aussi G.-G. Granger, *Pens’©e formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'’©criture).",book,1960,"Granger, Gilles-Gaston",fr,12
Pens’©e formelle et sciences de l'homme,12,d,Citation,https://derridas-margins.princeton.edu/titles/126/,43,Book,"ÎâÎ¾Le symbolisme math’©matique est une convention d'’©criture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage math’©matique"". L'algorithme est en r’©alit’© une ""caract’©ristique"", il consiste en caract’åres ’©crits. Il ne parle pas, sinon par l'interm’©diaire d'une langue qui fournit non seulement l'expression phon’©tique des caract’åres, mais aussi la formulation des axiomes permettant de d’©terminer la valeur de ces caract’åres. Il est vrai qu'’¾ la rigueur on pourrait d’©chiffrer des caract’åres inconnus, mais cela suppose toujours un savoir acquis, une pens’©e d’©j’¾ form’©e par l'usage de la parole. Donc, en toutes hypoth’åses, le symbolisme math’©matique est le fruit d'une ’©laboration secondaire, supposant au pr’©alable l'usage d'un discours et la possibilit’© de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme math’©matique exprimera des lois formelles de symbolisation, des structures syntaxiques, ind’©pendantes de tel ou tel moyen d'expression particulier.Î¾Î Sur ces probl’åmes, cf. aussi G.-G. Granger, *Pens’©e formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'’©criture).",book,1960,"Granger, Gilles-Gaston",fr,12
Pens’©e formelle et sciences de l'homme,12,e,Citation,https://derridas-margins.princeton.edu/titles/126/,50,Book,"ÎâÎ¾Le symbolisme math’©matique est une convention d'’©criture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage math’©matique"". L'algorithme est en r’©alit’© une ""caract’©ristique"", il consiste en caract’åres ’©crits. Il ne parle pas, sinon par l'interm’©diaire d'une langue qui fournit non seulement l'expression phon’©tique des caract’åres, mais aussi la formulation des axiomes permettant de d’©terminer la valeur de ces caract’åres. Il est vrai qu'’¾ la rigueur on pourrait d’©chiffrer des caract’åres inconnus, mais cela suppose toujours un savoir acquis, une pens’©e d’©j’¾ form’©e par l'usage de la parole. Donc, en toutes hypoth’åses, le symbolisme math’©matique est le fruit d'une ’©laboration secondaire, supposant au pr’©alable l'usage d'un discours et la possibilit’© de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme math’©matique exprimera des lois formelles de symbolisation, des structures syntaxiques, ind’©pendantes de tel ou tel moyen d'expression particulier.Î¾Î Sur ces probl’åmes, cf. aussi G.-G. Granger, *Pens’©e formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'’©criture).",book,1960,"Granger, Gilles-Gaston",fr,12
Ph’ådre,70,b,Citation,https://derridas-margins.princeton.edu/titles/215/,93,Book,(Le *Ph’ådre* (277 e) condamnait pr’©cis’©ment l'’©criture comme jeu Š—– *paidia* Š—– et opposait cet enfantillage ’¾ la gravit’© s’©rieuse et adulte (*spoud’©*) de la parole.),book,1961,Plato,fr,113.9090909
Ph’ådre,70,b,Citation,https://derridas-margins.princeton.edu/titles/214/,292,Book,(Le *Ph’ådre* (277 e) condamnait pr’©cis’©ment l'’©criture comme jeu Š—– *paidia* Š—– et opposait cet enfantillage ’¾ la gravit’© s’©rieuse et adulte (*spoud’©*) de la parole.),book,1961,Plato,fr,113.9090909
Ph’ådre,395,b,Quotation,https://derridas-margins.princeton.edu/titles/215/,89-90,Book,"ÎâÎ¾Ce qu'il y a de terrible en effet, je pense, dans l'’©criture, c'est aussi, *Ph’ådre*, qu'elle ait v’©ritablement tant de ressemblance avec la peintureÎ¾Î (Ô_ˆè_Ô_Òˆ_çÒæˆèÕˆ_±) (275 d).",book,1961,Plato,fr,113.9090909
Ph’ådre,57,a,Quotation,https://derridas-margins.princeton.edu/titles/214/,288,Book,"D’©claration de principe, v–u pieux et violence historique d'une parole r’évant sa pleine pr’©sence ’¾ soi, se vivant comme sa propre r’©sumptionÎ¾: soi-disant langage, auto-production de la parole dite vive, capable, disait Socrate, de se proter assistance ’¾ elle-m’éme, logos qui croit ’étre ’¾ lui-m’éme son propre p’åre, s'’©levant ainsi au-dessus du discours ’©crit, infans et infirme de ne pouvoir r’©pondre quand on l'interroge et qui, ayant ÎâÎ¾toujours besoin de l'assistance de son p’åreÎ¾Î (ÒÜÔèˆè_ Ò—Ô±ÒÜÒˆ_ÙÒä ˆ_—Ôµˆè_ Ô‚Ôµˆè_ÒÜÔ±Ô_ Ô_ÔèÔàÔÙÔèˆè_ Š—– *Ph’ådre* 275 d) doit donc ’étre n’© d'une coupure et d'une *expatriation* premi’åres, le vouant ’¾ l'errance, ’¾ l'aveuglement et au deuil.",book,1961,Plato,fr,113.9090909
Ph’ådre,57,a,Quotation,https://derridas-margins.princeton.edu/titles/215/,89,Book,"D’©claration de principe, v–u pieux et violence historique d'une parole r’évant sa pleine pr’©sence ’¾ soi, se vivant comme sa propre r’©sumptionÎ¾: soi-disant langage, auto-production de la parole dite vive, capable, disait Socrate, de se proter assistance ’¾ elle-m’éme, logos qui croit ’étre ’¾ lui-m’éme son propre p’åre, s'’©levant ainsi au-dessus du discours ’©crit, infans et infirme de ne pouvoir r’©pondre quand on l'interroge et qui, ayant ÎâÎ¾toujours besoin de l'assistance de son p’åreÎ¾Î (ÒÜÔèˆè_ Ò—Ô±ÒÜÒˆ_ÙÒä ˆ_—Ôµˆè_ Ô‚Ôµˆè_ÒÜÔ±Ô_ Ô_ÔèÔàÔÙÔèˆè_ Š—– *Ph’ådre* 275 d) doit donc ’étre n’© d'une coupure et d'une *expatriation* premi’åres, le vouant ’¾ l'errance, ’¾ l'aveuglement et au deuil.",book,1961,Plato,fr,113.9090909
